loss,accuracy,val_loss,val_accuracy
0.6254384517669678,0.6800864934921265,0.5852311253547668,0.7150014042854309
0.4806283414363861,0.8260045647621155,0.450793981552124,0.8582688570022583
0.43024981021881104,0.8797379732131958,0.43253564834594727,0.8772920966148376
0.41810402274131775,0.8918387293815613,0.42585986852645874,0.8836773633956909
0.41190800070762634,0.8975771069526672,0.4233447313308716,0.885337233543396
0.40782392024993896,0.9014132022857666,0.4209671914577484,0.8875567317008972
0.40588808059692383,0.9030953645706177,0.4195641875267029,0.8885136246681213
0.40292638540267944,0.9060895442962646,0.41790151596069336,0.8901183009147644
0.40152856707572937,0.9074885845184326,0.4177682399749756,0.8904768824577332
0.4001704752445221,0.9088764190673828,0.4180259704589844,0.8894503712654114
