loss,accuracy,val_loss,val_accuracy
0.4646269381046295,0.8449185490608215,0.43167391419410706,0.8772870898246765
0.4179423749446869,0.8906537890434265,0.41959452629089355,0.8876305222511292
0.41306161880493164,0.895434558391571,0.4190332889556885,0.8892395496368408
0.41027015447616577,0.8984020352363586,0.4140486419200897,0.8942323923110962
0.407681405544281,0.9010022878646851,0.4145192801952362,0.8945926427841187
0.40583670139312744,0.9028031826019287,0.41240349411964417,0.8957955837249756
0.40445613861083984,0.9041928052902222,0.41495180130004883,0.8937135338783264
0.40243661403656006,0.9062625765800476,0.41267144680023193,0.8951230049133301
0.40305572748184204,0.9057314991950989,0.41179928183555603,0.8960632085800171
0.40209290385246277,0.9067252278327942,0.41595491766929626,0.8915855288505554
0.40169408917427063,0.9070162177085876,0.41134408116340637,0.8973662853240967
0.4019896388053894,0.9069744944572449,0.41105371713638306,0.8968825340270996
0.40309369564056396,0.9058390855789185,0.4145062267780304,0.8933563232421875
0.3986077308654785,0.9102755784988403,0.4110461175441742,0.8975306153297424
0.39834222197532654,0.9105986952781677,0.4108918011188507,0.8977240920066833
0.39794281125068665,0.9109398722648621,0.41127651929855347,0.8969368934631348
0.3989744484424591,0.9098830223083496,0.4111158549785614,0.8975991010665894
0.39884448051452637,0.910161554813385,0.414084792137146,0.8948523998260498
