loss,accuracy,val_loss,val_accuracy
0.5261165499687195,0.773391842842102,0.9011899828910828,0.38092944025993347
0.5088728666305542,0.7907414436340332,0.8634840250015259,0.418622761964798
0.5021187663078308,0.7984768152236938,0.9020638465881348,0.38517260551452637
0.49825572967529297,0.8030441403388977,0.8292102217674255,0.4352113604545593
0.4922124445438385,0.8091710209846497,0.8256456851959229,0.4417426586151123
0.4944726228713989,0.8067632913589478,0.9021015763282776,0.3771119713783264
0.4865872263908386,0.8153825998306274,0.792999804019928,0.4927060604095459
0.48568907380104065,0.8165919780731201,0.6480184197425842,0.645968496799469
0.48009157180786133,0.8228004574775696,0.6285872459411621,0.6650862097740173
0.47339004278182983,0.8303185701370239,0.6066486835479736,0.6933124661445618
0.4699922502040863,0.8337192535400391,0.6437901258468628,0.6505776643753052
0.46872344613075256,0.8350357413291931,0.7527879476547241,0.5423012971878052
0.4658714830875397,0.838346004486084,0.6558661460876465,0.6431460976600647
